molecule_chembl_id,canonical_smiles,pIC50,bioactivity,Number of H donors,Number of H Acceptors,LogP,molecular mass,Ro5violations,Ro5Rule,PSA,numrotbonds,Verber Rule P or F,QED
CHEMBL326639,Cc1nc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cs1,6.026872146400302,active,0,6,3.7265200000000016,387.4080000000001,0,Pass,64.85,3,pass,0.6870113471318822
CHEMBL345620,CCc1ccc(-c2nc(C)oc2-c2ccc(S(C)(=O)=O)cc2)s1,6.853871964321762,active,0,5,4.344420000000003,347.461,0,Pass,60.17,4,pass,0.7040310731852272
CHEMBL327078,Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)nc1,6.136677139879544,active,1,5,2.90892,382.3670000000001,0,Pass,90.87,3,pass,0.7540763819385737
CHEMBL161377,CCS(=O)(=O)c1ccc(-c2oc(C)nc2-c2ccc(F)cc2)cc1,4.42021640338319,inactive,0,4,4.2497200000000035,345.395,0,Pass,60.17,4,pass,0.7091155693107862
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,6.045757490560675,active,1,4,3.9273200000000026,357.793,0,Pass,68.53,4,pass,0.7678065120522066
CHEMBL110462,CS(=O)(=O)c1ccc(-n2cc(CO)nc2-c2cccnc2)cc1,3.0296531237699065,inactive,1,6,1.8300999999999998,329.38100000000003,0,Pass,85.08,4,pass,0.7891346293547331
CHEMBL323954,Cn1cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c2ccccc21,5.958607314841775,intermediate,0,5,4.453300000000003,419.42800000000017,0,Pass,56.89,3,pass,0.49295232292909513
CHEMBL107600,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccccn2)cc1,5.823908740944319,intermediate,0,5,3.356600000000002,367.35200000000003,0,Pass,64.85,3,pass,0.7120962023782269
CHEMBL351914,Cc1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,7.154901959985743,active,0,4,3.859620000000003,331.36800000000005,0,Pass,60.17,3,pass,0.7310292048399432
CHEMBL320986,Cc1ccncc1-c1nc(C(F)(F)F)cn1-c1ccc(S(C)(=O)=O)cc1,4.267606240177032,inactive,0,5,3.665020000000003,381.3790000000001,0,Pass,64.85,3,pass,0.6945054192518332
CHEMBL46712,Cc1cccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1,7.096910013008056,active,0,4,4.270020000000003,380.3910000000001,0,Pass,51.96,3,pass,0.6818874731615732
CHEMBL161728,Cc1nc(C2CCCCCC2)c(-c2ccc(S(C)(=O)=O)cc2)o1,6.552841968657781,active,0,4,4.4913200000000035,333.4530000000001,0,Pass,60.17,3,pass,0.7764286773021978
CHEMBL108961,Cc1ccnc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)c1,6.356547323513812,active,1,5,2.9089199999999993,382.3670000000001,0,Pass,90.87,3,pass,0.7540763819385737
CHEMBL419561,Cc1nc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)co1,5.3819519032879075,intermediate,0,6,3.258020000000001,371.3400000000001,0,Pass,77.99,3,pass,0.7062027385716259
CHEMBL348348,Cc1nc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)o1,5.6777807052660805,intermediate,0,4,3.859620000000003,331.368,0,Pass,60.17,3,pass,0.7310292048399432
CHEMBL320330,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cncc(Br)c2)cc1,6.022276394711152,active,0,5,4.119100000000002,446.24800000000005,0,Pass,64.85,3,pass,0.6075627042701968
CHEMBL110145,Cc1ncccc1-c1nc(C(F)(F)F)cn1-c1ccc(S(N)(=O)=O)cc1,5.552841968657781,intermediate,1,5,2.90892,382.3670000000001,0,Pass,90.87,3,pass,0.7540763819385737
CHEMBL106151,COc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cn1,5.920818753952375,intermediate,0,6,3.3652000000000015,397.3780000000001,0,Pass,74.08000000000001,4,pass,0.6749586108425607
CHEMBL320790,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc3c2OCO3)cc1,6.327902142064283,active,0,6,3.6903000000000024,410.37300000000016,0,Pass,70.42,3,pass,0.6587713782782341
CHEMBL42561,Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1,6.7447274948966935,active,0,4,4.270020000000003,380.3910000000001,0,Pass,51.96,3,pass,0.6818874731615732
CHEMBL56367,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,7.823908740944319,active,1,5,2.7586000000000013,308.315,0,Pass,98.54,5,pass,0.6760870934103842
CHEMBL105766,Cc1cncc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)c1,6.292429823902063,active,1,5,2.9089199999999993,382.3670000000001,0,Pass,90.87,3,pass,0.7540763819385737
CHEMBL326005,Cc1ccncc1-c1nc(C(F)(F)F)cn1-c1ccc(S(N)(=O)=O)cc1,4.292429823902063,inactive,1,5,2.90892,382.3670000000001,0,Pass,90.87,3,pass,0.7540763819385737
CHEMBL321881,Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)nc1,5.886056647693163,intermediate,0,5,3.665020000000003,381.3790000000001,0,Pass,64.85,3,pass,0.6945054192518332
CHEMBL110331,Cc1cccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)n1,6.376750709602099,active,1,5,2.90892,382.3670000000001,0,Pass,90.87,3,pass,0.7540763819385737
CHEMBL320318,CS(=O)(=O)c1ccc(-n2cc(C#N)nc2-c2cccnc2)cc1,4.61261017366127,inactive,0,6,2.20948,324.365,0,Pass,88.64,3,pass,0.7367090011958211
CHEMBL110448,Cc1cn(-c2ccc(S(C)(=O)=O)cc2)c(-c2cccnc2)n1,4.102372908709558,inactive,0,5,2.6462200000000005,313.382,0,Pass,64.85,3,pass,0.7454238609999837
CHEMBL325790,Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cn1,5.7447274948966935,intermediate,0,5,3.665020000000003,381.3790000000001,0,Pass,64.85,3,pass,0.6945054192518332
CHEMBL321407,NS(=O)(=O)c1ccc(-n2cc(C(F)F)nc2-c2cccnc2)cc1,5.73754891026957,intermediate,1,5,2.519300000000001,350.35,0,Pass,90.87,4,pass,0.7826310655597385
CHEMBL321898,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccsc2)cc1,4.292429823902063,inactive,0,5,4.023100000000002,372.39300000000003,0,Pass,51.96,3,pass,0.6976962040514108
CHEMBL323277,Cc1cccnc1-c1nc(C(F)(F)F)cn1-c1ccc(S(C)(=O)=O)cc1,5.236572006437063,intermediate,0,5,3.665020000000003,381.3790000000001,0,Pass,64.85,3,pass,0.6945054192518332
CHEMBL110396,CCOC(=O)c1cn(-c2ccc(S(C)(=O)=O)cc2)c(-c2cccnc2)n1,4.0,inactive,0,7,2.514500000000001,371.41800000000006,0,Pass,91.15,5,pass,0.6401711340502001
CHEMBL274990,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1,7.0,active,0,4,4.1007000000000025,384.35400000000004,0,Pass,51.96,3,pass,0.6391419553821427
CHEMBL280496,CS(=O)(=O)c1ccc(-c2nc(-c3ccccc3)sc2-c2ccc(F)cc2)cc1,6.267606240177032,active,0,4,5.6867000000000045,409.5070000000001,1,Pass,47.03,4,pass,0.43517101157147253
CHEMBL265585,CS(=O)(=O)c1ccc(-c2sc(C(F)(F)F)nc2-c2ccc(F)cc2)cc1,7.638272163982407,active,0,4,5.038500000000003,401.40600000000006,1,Pass,47.03,3,pass,0.5780074372919367
CHEMBL277115,CS(=O)(=O)c1ccc(-c2sc(-c3ccccc3Cl)nc2-c2ccc(F)cc2)cc1,7.301029995663981,active,0,4,6.340100000000003,443.95200000000017,1,Pass,47.03,4,pass,0.36940104135196505
CHEMBL17179,CS(=O)(=O)c1ccc(-c2sc(-c3ccccc3Cl)nc2-c2ccsc2)cc1,7.102372908709558,active,0,5,6.262500000000004,431.99100000000016,1,Pass,47.03,4,pass,0.382608672677316
CHEMBL275843,CS(=O)(=O)c1ccc(-c2sc(-c3cccnc3)nc2-c2ccc(F)cc2)cc1,6.366531544420414,active,0,5,5.081700000000003,410.4950000000001,1,Pass,59.92,4,pass,0.4706192531872438
CHEMBL16689,CS(=O)(=O)c1ccc(-c2sc(-c3cccs3)nc2-c2ccc(F)cc2)cc1,7.6777807052660805,active,0,5,5.748200000000003,415.5360000000001,1,Pass,47.03,4,pass,0.42641816142693295
CHEMBL17043,CS(=O)(=O)c1ccc(-c2sc(-c3ccccc3Cl)nc2-c2ccc(F)cc2F)cc1,7.6777807052660805,active,0,4,6.479200000000003,461.9420000000002,1,Pass,47.03,4,pass,0.3491967296044944
CHEMBL75435,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,7.568636235841013,active,1,2,3.1057000000000015,254.285,0,Pass,54.37,4,pass,0.8528036890699656
CHEMBL279133,CCOC(=O)c1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)s1,6.214670164989233,active,0,6,4.196400000000003,405.4720000000001,0,Pass,73.33,5,pass,0.5951074206116428
CHEMBL16797,CS(=O)(=O)c1ccc(-c2sc(CCCc3ccccc3)nc2-c2ccc(F)cc2)cc1,6.2839966563652006,active,0,4,6.195000000000005,451.5880000000001,1,Pass,47.03,7,pass,0.3362989351560671
CHEMBL17047,CS(=O)(=O)c1ccc(-c2nc(C(F)(F)F)sc2-c2ccc(F)cc2)cc1,8.221848749616356,active,0,4,5.0385000000000035,401.40600000000006,1,Pass,47.03,3,pass,0.5780074372919367
CHEMBL279552,CS(=O)(=O)c1ccc(-c2sc(-c3ccccc3Cl)nc2-c2ccccc2F)cc1,8.0,active,0,4,6.340100000000004,443.95200000000017,1,Pass,47.03,4,pass,0.36940104135196505
CHEMBL16850,Cc1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)s1,6.958607314841775,active,0,4,4.328120000000003,347.43600000000004,0,Pass,47.03,3,pass,0.7084241800553811
CHEMBL277385,CS(=O)(=O)c1ccc(-c2sc(CCc3ccccc3)nc2-c2ccc(F)cc2)cc1,7.494850021680094,active,0,4,5.804900000000004,437.5610000000001,1,Pass,47.03,6,pass,0.3826837184085032
CHEMBL17069,CS(=O)(=O)c1ccc(-c2sc(-c3ccccc3Cl)nc2-c2cccs2)cc1,7.2441251443275085,active,0,5,6.262500000000004,431.99100000000016,1,Pass,47.03,4,pass,0.382608672677316
CHEMBL274587,CC(C(=O)O)c1cc(C(=O)c2ccccc2)ccc1O,6.522878745280337,active,2,3,2.8113000000000015,270.284,0,Pass,74.6,4,pass,0.8376309731980232
CHEMBL277116,CS(=O)(=O)c1ccc(-c2sc(-c3ccc(Cl)cc3)nc2-c2ccc(F)cc2)cc1,7.301029995663981,active,0,4,6.340100000000004,443.9520000000001,1,Pass,47.03,4,pass,0.36940104135196505
CHEMBL16952,CS(=O)(=O)c1ccc(-c2sc(-c3ccncc3)nc2-c2ccc(F)cc2)cc1,5.795880017344075,intermediate,0,5,5.081700000000003,410.4950000000001,1,Pass,59.92,4,pass,0.4706192531872438
CHEMBL274473,Cc1nc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)s1,6.920818753952375,active,0,4,4.328120000000003,347.436,0,Pass,47.03,3,pass,0.7084241800553811
CHEMBL7162,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OC1CCCCC1,5.494850021680094,intermediate,1,5,2.6778000000000004,314.3630000000002,0,Pass,98.54,5,pass,0.6651670710518857
CHEMBL279752,CS(=O)(=O)c1ccc(-c2sc(-c3ccccc3Cl)nc2-c2cccc(F)c2)cc1,7.795880017344075,active,0,4,6.340100000000004,443.95200000000017,1,Pass,47.03,4,pass,0.36940104135196505
CHEMBL74276,COc1ccc(C(=O)c2ccccc2)cc1C(C)C(=O)O,5.552841968657781,intermediate,1,3,3.114300000000001,284.31100000000004,0,Pass,63.60000000000001,5,pass,0.856787397175185
CHEMBL17064,CC(C)(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)s1,6.958607314841775,active,0,4,5.317200000000004,389.51700000000005,1,Pass,47.03,3,pass,0.6091952941350455
CHEMBL417266,CS(=O)(=O)c1ccc(-c2sc(CC#N)nc2-c2ccc(F)cc2)cc1,6.455931955649724,active,0,5,4.085780000000003,372.446,0,Pass,70.82,4,pass,0.6916160384824673
CHEMBL443993,CS(=O)(=O)c1ccc(-c2sc(-c3ccccc3Cl)nc2-c2ccccc2)cc1,8.0,active,0,4,6.201000000000004,425.96200000000016,1,Pass,47.03,4,pass,0.39065052093116975
CHEMBL275601,CCc1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)s1,7.638272163982407,active,0,4,4.582100000000003,361.4630000000001,0,Pass,47.03,4,pass,0.6831325596414893
CHEMBL16516,CS(=O)(=O)c1ccc(-c2sc(CCCc3ccc(Br)cc3)nc2-c2ccc(F)cc2)cc1,8.154901959985743,active,0,4,6.957500000000006,530.4840000000002,2,Fail,47.03,7,pass,0.25967924199864545
CHEMBL17111,CC(C)(C)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccc(S(C)(=O)=O)cc3)s2)cc1,4.0,inactive,0,4,6.984200000000006,465.6150000000001,1,Pass,47.03,4,pass,0.326442517820615
CHEMBL17126,CS(=O)(=O)c1ccc(-c2sc(-c3ccccc3Cl)nc2-c2cc(F)ccc2F)cc1,4.0,inactive,0,4,6.479200000000003,461.9420000000002,1,Pass,47.03,4,pass,0.3491967296044944
CHEMBL17276,CS(=O)(=O)c1ccc(-c2sc(Cc3ccccc3)nc2-c2ccc(F)cc2)cc1,7.7447274948966935,active,0,4,5.6105000000000045,423.5340000000001,1,Pass,47.03,5,pass,0.41910178526211495
CHEMBL442063,CS(=O)(=O)c1ccc(-c2sc(-c3ccccc3)nc2-c2ccc(F)cc2)cc1,4.522878745280337,inactive,0,4,5.686700000000004,409.5070000000001,1,Pass,47.03,4,pass,0.43517101157147253
CHEMBL277813,COc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccc(S(C)(=O)=O)cc3)s2)cc1,6.568636235841013,active,0,5,5.695300000000004,439.53300000000013,1,Pass,56.26,5,pass,0.4005303604061851
CHEMBL97059,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2cc(F)c(F)cc2CS3)cc1,8.221848749616356,active,1,5,4.089400000000002,447.4100000000001,0,Pass,77.98,2,pass,0.6006601520433607
CHEMBL153829,CS(=O)(=O)c1ccc(-c2cnn(CC3CC3)c(=O)c2-c2ccccc2)cc1,7.154901959985743,active,0,5,3.3908000000000023,380.46900000000005,0,Pass,69.03,5,pass,0.6803196156680925
CHEMBL153829,CS(=O)(=O)c1ccc(-c2cnn(CC3CC3)c(=O)c2-c2ccccc2)cc1,5.886056647693163,intermediate,0,5,3.3908000000000023,380.46900000000005,0,Pass,69.03,5,pass,0.6803196156680925
CHEMBL95022,N#Cc1nn(-c2ccc(S(N)(=O)=O)cc2)c2c1SCc1cc(F)ccc1-2,6.853871964321762,active,1,6,2.803180000000001,386.43300000000005,0,Pass,101.76999999999998,2,pass,0.7296195535355472
CHEMBL155781,CS(=O)(=O)c1ccc(-c2cnn(CCC3CC3)c(=O)c2-c2ccc(F)cc2)cc1,6.698970004336019,active,0,5,3.9200000000000035,412.4860000000001,0,Pass,69.03,6,pass,0.615380865932532
CHEMBL155781,CS(=O)(=O)c1ccc(-c2cnn(CCC3CC3)c(=O)c2-c2ccc(F)cc2)cc1,5.5376020021010435,intermediate,0,5,3.9200000000000035,412.4860000000001,0,Pass,69.03,6,pass,0.615380865932532
CHEMBL154253,CC1(Cn2ncc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)c2=O)CC1,6.698970004336019,active,0,5,3.9200000000000035,412.4860000000002,0,Pass,69.03,5,pass,0.6369602201128067
CHEMBL154253,CC1(Cn2ncc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)c2=O)CC1,6.154901959985743,active,0,5,3.9200000000000035,412.4860000000002,0,Pass,69.03,5,pass,0.6369602201128067
CHEMBL278505,CC(C)S(=O)(=O)c1c(O)n(Cc2ccc(F)c(F)c2)c(=O)c2ccc(Cl)cc12,7.0,active,1,5,3.869100000000002,427.85600000000017,0,Pass,76.37,4,pass,0.6853753676055838
CHEMBL347842,CS(=O)(=O)c1ccc(-c2cnn(Cc3ccccc3)c(=O)c2Oc2ccc(Cl)cn2)cc1,6.585026652029182,active,0,7,4.202800000000003,467.93400000000014,0,Pass,91.15,6,pass,0.42171492209217387
CHEMBL347842,CS(=O)(=O)c1ccc(-c2cnn(Cc3ccccc3)c(=O)c2Oc2ccc(Cl)cn2)cc1,6.045757490560675,active,0,7,4.202800000000003,467.93400000000014,0,Pass,91.15,6,pass,0.42171492209217387
CHEMBL155206,CS(=O)(=O)c1ccc(-c2cnn(Cc3ccccc3)c(=O)c2Sc2ccccc2)cc1,6.431798275933005,active,0,6,4.513300000000004,448.56900000000013,0,Pass,69.03,6,pass,0.43400009259149575
CHEMBL155206,CS(=O)(=O)c1ccc(-c2cnn(Cc3ccccc3)c(=O)c2Sc2ccccc2)cc1,5.229147988357856,intermediate,0,6,4.513300000000004,448.56900000000013,0,Pass,69.03,6,pass,0.43400009259149575
CHEMBL158236,Cc1ccccc1Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccccc2)c1=O,6.455931955649724,active,0,5,4.337520000000004,430.52900000000017,0,Pass,69.03,5,pass,0.4723794188208534
CHEMBL158236,Cc1ccccc1Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccccc2)c1=O,4.481486060122112,inactive,0,5,4.337520000000004,430.52900000000017,0,Pass,69.03,5,pass,0.4723794188208534
CHEMBL154480,CC1(C)CC1Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O,7.522878745280337,active,0,5,4.166000000000004,426.51300000000015,0,Pass,69.03,5,pass,0.6141796653826054
CHEMBL154480,CC1(C)CC1Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O,6.154901959985743,active,0,5,4.166000000000004,426.51300000000015,0,Pass,69.03,5,pass,0.6141796653826054
CHEMBL329919,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2ccccc2CS3)cc1,7.698970004336019,active,1,5,3.811200000000002,411.43000000000006,0,Pass,77.98,2,pass,0.69565497316992
CHEMBL349564,CS(=O)(=O)c1ccc(-c2cnn(Cc3cccs3)c(=O)c2-c2ccc(F)cc2)cc1,7.301029995663981,active,0,6,4.229700000000003,440.52100000000013,0,Pass,69.03,5,pass,0.46576189713644417
CHEMBL349564,CS(=O)(=O)c1ccc(-c2cnn(Cc3cccs3)c(=O)c2-c2ccc(F)cc2)cc1,6.3872161432802645,active,0,6,4.229700000000003,440.52100000000013,0,Pass,69.03,5,pass,0.46576189713644417
CHEMBL155898,CS(=O)(=O)c1ccc(-c2cnn(Cc3ccccc3)c(=O)c2OCC2CC2)cc1,8.522878745280337,active,0,6,3.150900000000002,410.49500000000023,0,Pass,78.26,7,pass,0.5979140556900027
CHEMBL155898,CS(=O)(=O)c1ccc(-c2cnn(Cc3ccccc3)c(=O)c2OCC2CC2)cc1,6.443697499232712,active,0,6,3.150900000000002,410.49500000000023,0,Pass,78.26,7,pass,0.5979140556900027
CHEMBL275376,CC(C)S(=O)(=O)c1c(O)n(Cc2ccc(F)c(F)c2)c(=O)c2ccccc12,6.698970004336019,active,1,5,3.215700000000002,393.4110000000001,0,Pass,76.37,4,pass,0.7385136753743688
CHEMBL157720,CS(=O)(=O)c1ccc(-c2cnn(Cc3nccs3)c(=O)c2-c2ccc(F)cc2)cc1,6.221848749616356,active,0,7,3.6247000000000025,441.5090000000001,0,Pass,81.91999999999999,5,pass,0.47245326661004805
CHEMBL157720,CS(=O)(=O)c1ccc(-c2cnn(Cc3nccs3)c(=O)c2-c2ccc(F)cc2)cc1,5.229147988357856,intermediate,0,7,3.6247000000000025,441.5090000000001,0,Pass,81.91999999999999,5,pass,0.47245326661004805
CHEMBL262744,C[C@H]1C[C@@H]1Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O,7.221848749616356,active,0,5,3.7759000000000027,412.48600000000016,0,Pass,69.03,5,pass,0.6396297955202793
CHEMBL262744,C[C@H]1C[C@@H]1Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O,6.522878745280337,active,0,5,3.7759000000000027,412.48600000000016,0,Pass,69.03,5,pass,0.6396297955202793
CHEMBL94274,COc1cc2c(cc1F)-c1c(c(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)cc1)[S+]([O-])C2,5.823908740944319,intermediate,1,6,2.9744,475.44500000000016,0,Pass,110.27000000000001,3,pass,0.4626907919555837
CHEMBL18148,CC(C)S(=O)(=O)c1c(O)n(Cc2ccc(F)cc2)c(=O)c2ccccc12,7.045757490560675,active,1,5,3.0766000000000018,375.4210000000001,0,Pass,76.37,4,pass,0.7603161937030916
CHEMBL94494,Cc1cc2c(cc1F)-c1c(c(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)cc1)SC2,7.795880017344075,active,1,5,4.258720000000002,443.4470000000001,0,Pass,77.98,2,pass,0.6007192060477714
CHEMBL18020,CC(C)S(=O)(=O)c1c(O)n(Cc2ccccc2)c(=O)c2ccc(Cl)cc12,7.221848749616356,active,1,5,3.590900000000002,391.87600000000015,0,Pass,76.37,4,pass,0.7368692633615045
CHEMBL273420,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2ccccc2SC3)cc1,6.337242168318426,active,1,5,3.811200000000002,411.43000000000006,0,Pass,77.98,2,pass,0.69565497316992
CHEMBL328009,COc1cc2c(cc1F)-c1c(c(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)cc1)SC2,8.045757490560675,active,1,6,3.9589000000000016,459.44600000000014,0,Pass,87.21000000000001,3,pass,0.5994866420548522
CHEMBL158310,CC(C)=CCn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O,7.0,active,0,5,4.086100000000003,412.48600000000016,0,Pass,69.03,5,pass,0.5922068144124704
CHEMBL158310,CC(C)=CCn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O,6.522878745280337,active,0,5,4.086100000000003,412.48600000000016,0,Pass,69.03,5,pass,0.5922068144124704
CHEMBL157730,CS(=O)(=O)c1ccc(-c2cnn(Cc3ccccc3)c(=O)c2Oc2ccc(F)cc2)cc1,7.698970004336019,active,0,6,4.293500000000003,450.49100000000016,0,Pass,78.26,6,pass,0.43787826525260587
CHEMBL157730,CS(=O)(=O)c1ccc(-c2cnn(Cc3ccccc3)c(=O)c2Oc2ccc(F)cc2)cc1,7.045757490560675,active,0,6,4.293500000000003,450.49100000000016,0,Pass,78.26,6,pass,0.43787826525260587
CHEMBL157016,CS(=O)(=O)c1ccc(-c2cnn(CC3CC3)c(=O)c2-c2ccc(F)cc2)cc1,6.698970004336019,active,0,5,3.5299000000000023,398.45900000000006,0,Pass,69.03,5,pass,0.6593399385806644
CHEMBL157016,CS(=O)(=O)c1ccc(-c2cnn(CC3CC3)c(=O)c2-c2ccc(F)cc2)cc1,5.769551078621726,intermediate,0,5,3.5299000000000023,398.45900000000006,0,Pass,69.03,5,pass,0.6593399385806644
CHEMBL155247,CC(C1CC1)n1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O,6.698970004336019,active,0,5,4.090900000000003,412.48600000000016,0,Pass,69.03,5,pass,0.6329376732284314
CHEMBL155247,CC(C1CC1)n1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O,6.154901959985743,active,0,5,4.090900000000003,412.48600000000016,0,Pass,69.03,5,pass,0.6329376732284314
CHEMBL346743,CS(=O)(=O)c1ccc(-c2cnn(CC(F)(F)F)c(=O)c2-c2ccccc2)cc1,6.301029995663981,active,0,5,3.5431000000000026,408.4010000000001,0,Pass,69.03,4,pass,0.662251688279148
CHEMBL346743,CS(=O)(=O)c1ccc(-c2cnn(CC(F)(F)F)c(=O)c2-c2ccccc2)cc1,4.958607314841775,inactive,0,5,3.5431000000000026,408.4010000000001,0,Pass,69.03,4,pass,0.662251688279148
CHEMBL157629,Cc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)cnn(Cc3ccccc3)c2=O)cc1,7.698970004336019,active,0,5,4.337520000000003,430.52900000000017,0,Pass,69.03,5,pass,0.4723794188208534
CHEMBL157629,Cc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)cnn(Cc3ccccc3)c2=O)cc1,6.455931955649724,active,0,5,4.337520000000003,430.52900000000017,0,Pass,69.03,5,pass,0.4723794188208534
CHEMBL156401,C[C@@H]1C[C@H]1Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O,7.221848749616356,active,0,5,3.7759000000000027,412.48600000000016,0,Pass,69.03,5,pass,0.6396297955202793
CHEMBL156401,C[C@@H]1C[C@H]1Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O,5.769551078621726,intermediate,0,5,3.7759000000000027,412.48600000000016,0,Pass,69.03,5,pass,0.6396297955202793
CHEMBL155676,CS(=O)(=O)c1ccc(-c2cnnc(O)c2-c2ccccc2)cc1,5.301029995663981,intermediate,1,5,2.9197000000000015,326.377,0,Pass,80.15,3,pass,0.8002381829212465
CHEMBL155676,CS(=O)(=O)c1ccc(-c2cnnc(O)c2-c2ccccc2)cc1,4.481486060122112,inactive,1,5,2.9197000000000015,326.377,0,Pass,80.15,3,pass,0.8002381829212465
CHEMBL319512,COc1ccc2c(c1)CSc1c(C(F)(F)F)nn(-c3ccc(S(N)(=O)=O)cc3)c1-2,7.886056647693163,active,1,6,3.8198000000000025,441.45600000000013,0,Pass,87.21000000000001,3,pass,0.6678097260513498
CHEMBL94935,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2ccccc2CC3)cc1,5.958607314841775,intermediate,1,4,3.304100000000002,393.3900000000001,0,Pass,77.98,2,pass,0.7256825084893639
CHEMBL316455,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2ccc(F)cc2CS3)cc1,7.3979400086720375,active,1,5,3.950300000000002,429.4200000000001,0,Pass,77.98,2,pass,0.6260674218310827
CHEMBL599,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,6.795880017344075,active,2,6,1.95092,351.4090000000001,0,Pass,99.59999999999998,2,pass,0.8613672076779288
CHEMBL276052,O=c1c2ccccc2c(S(=O)(=O)c2ccccc2)c(O)n1Cc1ccccc1,6.853871964321762,active,1,5,3.5882000000000023,391.4480000000001,0,Pass,76.37,4,pass,0.5768114478181838
CHEMBL95021,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2ccccc2OC3)cc1,5.876148359032914,intermediate,1,5,3.097900000000002,395.3620000000001,0,Pass,87.21000000000001,2,pass,0.7224096467235365
