molecule_chembl_id,canonical_smiles,pIC50,bioactivity,Number of H donors,Number of H Acceptors,LogP,molecular mass,Ro5violations,Ro5Rule,PSA,numrotbonds,Verber Rule P or F,QED
CHEMBL297008,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccccc1,7.221848749616356,active,0,3,3.856220000000003,311.406,0,Pass,39.07,3,pass,0.7366196729346157
CHEMBL289813,Cc1c(C=O)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,5.490797477668897,intermediate,0,4,3.807820000000002,357.40600000000006,0,Pass,56.14,4,pass,0.6673839172559926
CHEMBL43736,Cc1c(COc2cccc(Cl)c2)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,7.096910013008056,active,0,4,6.227720000000005,469.96500000000015,1,Pass,48.300000000000004,6,pass,0.3361629699700847
CHEMBL140167,Fc1ccc(-c2[nH]c(-c3ccc(F)cc3)c3c2C2CCC3CC2)cc1,9.920818753952375,active,1,0,6.381700000000004,335.3970000000001,1,Pass,15.79,2,pass,0.5589544368585562
CHEMBL44194,CCc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,4.0,inactive,0,3,4.249300000000003,343.423,0,Pass,39.07,4,pass,0.7102895533720789
CHEMBL44290,CC(=O)c1cc(-c2ccc(S(C)(=O)=O)cc2)n(-c2ccc(F)cc2)c1C,5.79317412396815,intermediate,0,4,4.197920000000003,371.43300000000005,0,Pass,56.14,4,pass,0.6460958675650447
CHEMBL288773,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1Cc1ccc(F)cc1,4.0,inactive,0,3,4.054420000000003,343.423,0,Pass,39.07,4,pass,0.716647486721255
CHEMBL44068,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)[nH]1,4.0,inactive,1,2,2.3936200000000003,235.308,0,Pass,49.93,2,pass,0.8685145003637132
CHEMBL44367,CS(=O)(=O)c1ccc(-n2cccc2-c2ccc(F)cc2)cc1Cl,4.0,inactive,0,3,4.340300000000003,349.8140000000001,0,Pass,39.07,3,pass,0.7051883086412051
CHEMBL297409,CCCCn1c(C)ccc1-c1ccc(S(C)(=O)=O)cc1,4.0,inactive,0,3,3.6671200000000024,291.416,0,Pass,39.07,5,pass,0.8428795927146777
CHEMBL43737,Cc1ccc(-n2c(C)ccc2-c2ccc(S(C)(=O)=O)cc2)cc1,7.3979400086720375,active,0,3,4.164640000000003,325.43300000000005,0,Pass,39.07,3,pass,0.7249639774700215
CHEMBL43511,NS(=O)(=O)c1ccc(-n2cccc2-c2ccc(F)cc2)cc1,7.853871964321762,active,1,3,2.9308000000000014,316.357,0,Pass,65.09,3,pass,0.8071654890146646
CHEMBL42801,Cc1c(CN(C)C)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,4.0,inactive,0,4,4.056920000000003,386.492,0,Pass,42.31,5,pass,0.6641669485948248
CHEMBL1316,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,6.991399828238082,active,2,1,4.162600000000002,273.719,0,Pass,53.089999999999996,2,pass,0.7364039910992084
CHEMBL40245,Cc1c(Br)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,7.698970004336019,active,0,3,4.757820000000003,408.29200000000014,0,Pass,39.07,3,pass,0.6271766384968792
CHEMBL43210,CS(=O)(=O)c1ccc(-c2cccn2-c2ccc(F)cc2)cc1,4.991399828238082,inactive,0,3,3.6869000000000023,315.369,0,Pass,39.07,3,pass,0.739269159064753
CHEMBL298231,CS(=O)(=O)c1ccc(-c2ccc(CCC(=O)O)n2-c2ccc(F)cc2)cc1,4.0,inactive,1,4,3.704100000000002,387.432,0,Pass,76.37,6,pass,0.6996377672520009
CHEMBL44101,Cc1c(CO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,5.411168274405792,intermediate,1,4,3.4876200000000024,359.422,0,Pass,59.3,4,pass,0.7757198001627975
CHEMBL44152,Cc1c(COc2ccc(Cl)cc2)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,7.522878745280337,active,0,4,6.227720000000005,469.96500000000015,1,Pass,48.300000000000004,6,pass,0.3361629699700847
CHEMBL43664,COc1ccc(-c2ccc(CCC(=O)O)n2-c2ccc(C(C)=O)cc2)cc1,5.337242168318426,intermediate,1,4,4.372700000000003,363.41300000000007,0,Pass,68.53,7,pass,0.6329243425524114
CHEMBL43664,COc1ccc(-c2ccc(CCC(=O)O)n2-c2ccc(C(C)=O)cc2)cc1,5.619788758288394,intermediate,1,4,4.372700000000003,363.41300000000007,0,Pass,68.53,7,pass,0.6329243425524114
CHEMBL298208,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)c(F)c1,6.6020599913279625,active,0,3,4.134420000000003,347.386,0,Pass,39.07,3,pass,0.7143908832996636
CHEMBL43002,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,7.221848749616356,active,0,3,3.995320000000003,329.396,0,Pass,39.07,3,pass,0.7285209392920573
CHEMBL42121,CCS(=O)(=O)c1ccc(-n2cccc2-c2ccc(F)cc2)cc1,4.0,inactive,0,3,4.077000000000003,329.396,0,Pass,39.07,4,pass,0.7234027154801492
CHEMBL42409,Cc1c(C(=O)C(F)(F)F)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,6.920818753952375,active,0,4,4.740320000000003,425.40300000000013,0,Pass,56.14,4,pass,0.44823913643632757
CHEMBL43957,CS(=O)(=O)c1ccc(-n2cccc2-c2ccc(F)cc2)cc1,6.292429823902063,active,0,3,3.6869000000000023,315.369,0,Pass,39.07,3,pass,0.739269159064753
CHEMBL43366,Cc1c(C#N)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,6.1249387366083,active,0,4,3.8670000000000027,354.406,0,Pass,62.86,3,pass,0.7172219943664913
CHEMBL296307,Cc1ccc(-c2ccc(F)cc2)n1-c1ccc(S(C)(=O)=O)cc1,4.0,inactive,0,3,3.995320000000003,329.3960000000001,0,Pass,39.07,3,pass,0.7285209392920573
CHEMBL43864,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1C1CCCCC1,6.2839966563652006,active,0,3,4.372220000000004,317.4540000000002,0,Pass,39.07,3,pass,0.8428217841799985
CHEMBL44244,Cc1c(S(=O)(=O)C(F)(F)F)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,7.221848749616356,active,0,5,4.288820000000003,461.4580000000001,0,Pass,73.21000000000001,4,pass,0.5437190647501793
CHEMBL44313,Cc1c(C(=O)c2ccccc2)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,5.991399828238082,intermediate,0,4,5.226320000000004,433.50400000000013,1,Pass,56.14,5,pass,0.40529806638504645
CHEMBL44362,Cc1c(C(O)C(F)(F)F)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,5.841637507904751,intermediate,1,4,4.591020000000003,427.41900000000015,0,Pass,59.3,4,pass,0.6198753034442662
CHEMBL42085,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(C(F)(F)F)cc1,7.096910013008056,active,0,3,4.875020000000004,379.403,0,Pass,39.07,3,pass,0.6509400072838815
CHEMBL43647,Cc1c(C(Oc2cccc(Cl)c2)C(F)(F)F)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,4.0,inactive,0,4,7.3311200000000065,537.9620000000002,2,Fail,48.300000000000004,6,pass,0.24189583215456703
CHEMBL143776,Fc1ccc(-c2[nH]c(-c3ccc(F)cc3)c3c2C2CCC3C2)cc1,10.096910013008056,active,1,0,5.991600000000004,321.37000000000006,1,Pass,15.79,2,pass,0.5963420015454858
CHEMBL297820,CC(=O)c1ccc(-n2c(C)ccc2-c2ccc(S(C)(=O)=O)cc2)cc1,5.542118103266008,intermediate,0,4,4.058820000000003,353.4430000000001,0,Pass,56.14,4,pass,0.6647729185605267
CHEMBL42120,O=S(=O)(c1ccccc1)c1ccc(-n2cccc2-c2ccc(F)cc2)cc1,4.0,inactive,0,3,5.116200000000004,377.44000000000005,1,Pass,39.07,4,pass,0.4953297390428548
CHEMBL44283,Cc1c(Cl)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,7.301029995663981,active,0,3,4.648720000000003,363.84100000000007,0,Pass,39.07,3,pass,0.6791114231165933
CHEMBL44038,Cc1c(CC(F)(F)F)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,6.853871964321762,active,0,3,5.100120000000004,411.42000000000013,1,Pass,39.07,4,pass,0.5605688202990082
CHEMBL298281,CNS(=O)(=O)c1ccc(-n2cccc2-c2ccc(F)cc2)cc1,4.0,inactive,1,3,3.1915000000000013,330.384,0,Pass,51.1,4,pass,0.7985783153684992
CHEMBL43863,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1C(C)C,4.0,inactive,0,3,3.4479200000000025,277.389,0,Pass,39.07,3,pass,0.8616634619943462
CHEMBL294971,CC(=O)OCc1cc(-c2ccc(S(C)(=O)=O)cc2)n(-c2ccc(F)cc2)c1C,6.327902142064283,active,0,5,4.0584200000000035,401.4590000000001,0,Pass,65.37,5,pass,0.6050217832968541
CHEMBL44447,CS(=O)(=O)c1ccc(-c2ccc(C(F)(F)F)n2-c2ccc(F)cc2)cc1,4.0,inactive,0,3,4.705700000000003,383.36600000000004,0,Pass,39.07,3,pass,0.6149435918189337
CHEMBL288570,CS(=O)(=O)c1cccc(-n2cccc2-c2ccc(F)cc2)c1,4.0,inactive,0,3,3.6869000000000023,315.369,0,Pass,39.07,3,pass,0.739269159064753
CHEMBL44421,CN(C)S(=O)(=O)c1ccc(-n2cccc2-c2ccc(F)cc2)cc1,4.0,inactive,0,3,3.5337000000000023,344.41100000000006,0,Pass,42.31,4,pass,0.7264846494035921
CHEMBL43755,CN(C)S(=O)(=O)c1ccc(-n2c(CCC(=O)O)ccc2-c2ccc(F)cc2)cc1,5.1249387366083,intermediate,1,4,3.550900000000002,416.47400000000005,0,Pass,79.61,7,pass,0.6388392542353657
CHEMBL91832,CC1(C)C(=O)C(c2ccc(F)cc2)=C1c1ccc(S(C)(=O)=O)cc1,8.301029995663981,active,0,3,3.7489000000000026,344.40700000000004,0,Pass,51.21,3,pass,0.8519944047730725
CHEMBL91118,C=C1CC(c2ccc(S(C)(=O)=O)cc2)=C1c1ccccc1,8.920818753952375,active,0,2,3.9608000000000025,296.39099999999996,0,Pass,34.14,3,pass,0.8588181078112817
CHEMBL92443,C=C1C(c2ccccc2)=C(c2ccc(S(C)(=O)=O)cc2)C1(C)C,8.657577319177793,active,0,2,4.596900000000003,324.44500000000005,0,Pass,34.14,3,pass,0.8268366681186513
CHEMBL282185,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1C(=O)c1ccc(Cl)cc1,6.136677139879544,active,0,6,3.173300000000002,391.8320000000001,0,Pass,82.44,3,pass,0.6402390979852705
CHEMBL144658,CCCCSc1ccccc1OC(C)=O,4.468521082957745,inactive,0,3,3.504100000000002,224.32499999999996,0,Pass,26.3,5,pass,0.3312240238242067
CHEMBL145283,CCCCC#CCSc1ccccc1OC(=O)CC,4.3979400086720375,inactive,0,3,4.287700000000004,276.40100000000007,0,Pass,26.3,6,pass,0.25482927988590165
CHEMBL19286,C[C@H](C(=O)O)c1ccc(C[C@@H]2CCC[C@H]2O)cc1,4.0,inactive,2,2,2.5782000000000007,248.32199999999995,0,Pass,57.53,4,pass,0.8606604129123266
CHEMBL19286,C[C@H](C(=O)O)c1ccc(C[C@@H]2CCC[C@H]2O)cc1,5.698970004336019,intermediate,2,2,2.5782000000000007,248.32199999999995,0,Pass,57.53,4,pass,0.8606604129123266
CHEMBL342799,CCCCCCC[Se]c1ccccc1OC(C)=O,4.920818753952375,inactive,0,2,3.3301000000000025,313.2990000000001,0,Pass,26.3,8,pass,0.31840921246475345
CHEMBL145354,CC(=O)Oc1ccccc1SCCCc1ccccc1,3.0,inactive,0,3,4.336800000000004,286.39599999999996,0,Pass,26.3,6,pass,0.3419126609256978
CHEMBL145493,CCCCCCC[S+]([O-])c1ccccc1OC(C)=O,4.3979400086720375,inactive,0,3,3.6899000000000024,282.40500000000003,0,Pass,49.36,8,pass,0.31607961952834374
CHEMBL344960,CC(=O)Oc1ccccc1SCCCCC(=O)O,4.301029995663981,inactive,1,4,2.9589000000000008,268.3339999999999,0,Pass,63.60000000000001,7,pass,0.3563196070683553
CHEMBL144414,CC(=O)Oc1ccccc1SCCCCC#N,4.301029995663981,inactive,0,4,3.3978800000000025,249.33499999999992,0,Pass,50.09,6,pass,0.3354015499557788
CHEMBL144547,CCCCC#CCSc1ccccc1OC(=O)CBr,4.585026652029182,inactive,0,3,4.272600000000003,341.27000000000004,0,Pass,26.3,6,pass,0.19299912501075636
CHEMBL144944,CC(=O)Oc1ccccc1SC1CCCCCC1,4.3979400086720375,inactive,0,3,4.426800000000004,264.38999999999993,0,Pass,26.3,3,pass,0.4588397023055384
CHEMBL143339,CCCCCCCSc1ccccc1OC(C)=O,5.698970004336019,intermediate,0,3,4.674400000000004,266.406,0,Pass,26.3,8,pass,0.29577176610185474
CHEMBL328003,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)C2)cc1,6.958607314841775,active,0,3,2.973700000000002,298.36300000000006,0,Pass,51.21,3,pass,0.8750554337685127
CHEMBL420987,CC1(C)C(=O)C(c2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1,8.55284196865778,active,0,3,3.6098000000000026,326.4170000000001,0,Pass,51.21,3,pass,0.8655834351686253
CHEMBL145598,CCCCCCCCc1ccccc1OC(C)=O,4.3979400086720375,inactive,0,2,4.5149000000000035,248.366,0,Pass,26.3,8,pass,0.38404117875753657
CHEMBL416542,CC(C(=O)O)c1ccc(CC2CCCC2O)cc1,4.6020599913279625,inactive,2,2,2.5782000000000007,248.32199999999995,0,Pass,57.53,4,pass,0.8606604129123266
CHEMBL416542,CC(C(=O)O)c1ccc(CC2CCCC2O)cc1,4.657577319177793,inactive,2,2,2.5782000000000007,248.32199999999995,0,Pass,57.53,4,pass,0.8606604129123266
CHEMBL122,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,6.275724130399211,active,0,4,2.5577000000000005,314.3620000000001,0,Pass,60.44,3,pass,0.8169951703125135
CHEMBL330516,CC1(C)C(c2ccc(S(C)(=O)=O)cc2)=C(c2ccccc2)/C1=N/O,7.214670164989233,active,1,4,3.8709000000000024,341.432,0,Pass,66.73,3,pass,0.6805496484213637
CHEMBL42485,CS(=O)(=O)c1ccc(-c2cc(Br)sc2-c2ccc(F)cc2)cc1,8.67778070526608,active,0,3,5.3872000000000035,411.31700000000006,1,Pass,34.14,3,pass,0.5794982960338307
CHEMBL345018,CCCCC#CCSc1ccccc1OC(C)=O,6.096910013008056,active,0,3,3.8976000000000033,262.374,0,Pass,26.3,5,pass,0.26458117301074685
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,8.229147988357855,active,1,4,3.9273200000000026,357.793,0,Pass,68.53,4,pass,0.7678065120522066
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,6.200659450546418,active,1,4,3.9273200000000026,357.793,0,Pass,68.53,4,pass,0.7678065120522066
CHEMBL342317,CCSc1ccccc1OC(C)=O,3.6989700043360187,inactive,0,3,2.7239000000000004,196.27099999999996,0,Pass,26.3,3,pass,0.4221862754895874
CHEMBL357380,CCCCCC#CCSc1ccccc1OC(C)=O,5.154901959985743,intermediate,0,3,4.287700000000004,276.401,0,Pass,26.3,6,pass,0.2548292798859016
CHEMBL92154,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC3(CC3)C2)cc1,8.958607314841775,active,0,2,4.714000000000004,342.4350000000002,0,Pass,34.14,3,pass,0.8090839429594588
CHEMBL145029,CC(=O)Oc1ccccc1SCCc1ccccc1,4.0,inactive,0,3,3.9467000000000025,272.36899999999997,0,Pass,26.3,5,pass,0.4682004603134847
CHEMBL358309,CC(=O)Oc1ccccc1SCCCCCBr,5.022276394711152,intermediate,0,3,4.269200000000003,317.24799999999993,0,Pass,26.3,7,pass,0.24693758733323623
CHEMBL328521,CC1(C)C(c2ccc(S(C)(=O)=O)cc2)=C(c2ccccc2)C1O,6.275724130399211,active,1,3,3.4016000000000024,328.433,0,Pass,54.370000000000005,3,pass,0.9393132328141246
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,6.920818753952375,active,1,4,3.5139200000000006,381.3790000000001,0,Pass,77.98,3,pass,0.7541053298167572
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,5.443697499232712,intermediate,1,4,3.5139200000000006,381.3790000000001,0,Pass,77.98,3,pass,0.7541053298167572
CHEMBL144806,CCCCCSc1ccccc1OC(C)=O,5.301029995663981,intermediate,0,3,3.894200000000003,238.352,0,Pass,26.3,6,pass,0.32531519246624535
CHEMBL144533,CC(=O)Oc1ccccc1SCCCCCCBr,4.920818753952375,inactive,0,3,4.6593000000000035,331.27499999999986,0,Pass,26.3,8,pass,0.2278226049715488
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,7.309803919971486,active,1,4,3.9273200000000026,357.793,0,Pass,68.53,4,pass,0.7678065120522066
CHEMBL145364,CSc1ccccc1OC(C)=O,3.6020599913279625,inactive,0,3,2.3338,182.24399999999994,0,Pass,26.3,2,pass,0.39869967149685176
CHEMBL146441,CSc1ccccc1OC(=O)CBr,3.2924298239020637,inactive,0,3,2.708800000000001,261.13999999999993,0,Pass,26.3,3,pass,0.36197387104920614
CHEMBL358097,CCCSc1ccccc1OC(C)=O,4.180456064458132,inactive,0,3,3.1140000000000017,210.29799999999994,0,Pass,26.3,4,pass,0.43370168759334443
CHEMBL144850,CCCCCCCCSc1ccccc1OC(C)=O,4.3979400086720375,inactive,0,3,5.064500000000005,280.43300000000005,1,Pass,26.3,9,pass,0.2734464865108238
CHEMBL143962,CCCCCCCCCSc1ccccc1OC(C)=O,4.3979400086720375,inactive,0,3,5.4546000000000054,294.4600000000001,1,Pass,26.3,10,pass,0.24812792744956724
CHEMBL356794,CCCC/C=C/CSc1ccccc1OC(C)=O,4.958607314841775,inactive,0,3,4.450400000000004,264.39,0,Pass,26.3,7,pass,0.23916383719129858
CHEMBL144920,CCCC#CCSc1ccccc1OC(C)=O,5.522878745280337,intermediate,0,3,3.507500000000002,248.34699999999998,0,Pass,26.3,4,pass,0.35287494185207147
CHEMBL93803,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)CC2)cc1,5.301029995663981,intermediate,0,2,3.7947000000000024,284.38000000000005,0,Pass,34.14,3,pass,0.8589168695206326
CHEMBL144218,CCCCCCSc1ccccc1OC(C)=O,5.455931955649724,intermediate,0,3,4.2843000000000035,252.379,0,Pass,26.3,7,pass,0.3133565535032114
CHEMBL145180,CC(=O)Oc1ccccc1SCCCCCCI,5.0,inactive,0,3,4.699400000000003,378.27499999999986,0,Pass,26.3,8,pass,0.16384765304387008
CHEMBL145138,CCCCCCCN(C)c1ccccc1OC(C)=O,4.3979400086720375,inactive,0,3,4.018500000000003,263.38100000000003,0,Pass,29.54,8,pass,0.40288715598862707
CHEMBL25,CC(=O)Oc1ccccc1C(=O)O,4.204119982655925,inactive,1,3,1.3101,180.15899999999996,0,Pass,63.60000000000001,2,pass,0.5501217966938848
CHEMBL144281,CSc1ccccc1OC(=O)CCl,3.4436974992327127,inactive,0,3,2.5527000000000006,216.68899999999994,0,Pass,26.3,3,pass,0.3362891140597276
CHEMBL19299,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,4.0,inactive,1,2,2.7864000000000013,246.30599999999993,0,Pass,54.37,4,pass,0.8883440640479293
CHEMBL19299,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,4.8696662315049934,inactive,1,2,2.7864000000000013,246.30599999999993,0,Pass,54.37,4,pass,0.8883440640479293
CHEMBL441414,C[C@H](C(=O)O)c1ccc(C[C@H]2CCC[C@@H]2O)cc1,6.4089353929735005,active,2,2,2.5782000000000007,248.32199999999995,0,Pass,57.53,4,pass,0.8606604129123266
CHEMBL441414,C[C@H](C(=O)O)c1ccc(C[C@H]2CCC[C@@H]2O)cc1,6.522878745280337,active,2,2,2.5782000000000007,248.32199999999995,0,Pass,57.53,4,pass,0.8606604129123266
CHEMBL281910,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1C(=O)c1ccc(Br)cc1,4.698970004336019,inactive,0,6,3.2824000000000018,436.2830000000001,0,Pass,82.44,3,pass,0.5889818636641059
CHEMBL144913,CSc1ccccc1OC(=O)C(F)(F)F,3.585026652029182,inactive,0,3,2.8762000000000008,236.2139999999999,0,Pass,26.3,2,pass,0.44841958195088066
CHEMBL358783,CCCCCCCS(=O)(=O)c1ccccc1OC(C)=O,4.3979400086720375,inactive,0,4,3.3560000000000025,298.40400000000005,0,Pass,60.440000000000005,8,pass,0.4193000639709181
CHEMBL145220,CC(=O)Oc1ccccc1SCc1ccccc1,3.6020599913279625,inactive,0,3,3.904200000000003,258.342,0,Pass,26.3,4,pass,0.47236998445959827
CHEMBL282096,CS(=O)(=O)c1ccc2c(c1)cc(C(=O)O)n2Cc1ccc(Cl)cc1,4.698970004336019,inactive,1,4,3.444700000000002,363.822,0,Pass,76.37,4,pass,0.7698580172711784
CHEMBL145647,CCCOCCCSc1ccccc1OC(C)=O,4.301029995663981,inactive,0,4,3.5207000000000024,268.378,0,Pass,35.53,8,pass,0.3126434333688673
CHEMBL344089,CCCCC#CCSc1ccccc1OC(=O)CN,4.3979400086720375,inactive,1,4,2.8364000000000003,277.38900000000007,0,Pass,52.32,6,pass,0.2855094163048086
CHEMBL122,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,6.6777807052660805,active,0,4,2.5577000000000005,314.3620000000001,0,Pass,60.44,3,pass,0.8169951703125135
CHEMBL122,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,5.468521082957745,intermediate,0,4,2.5577000000000005,314.3620000000001,0,Pass,60.44,3,pass,0.8169951703125135
CHEMBL144840,CCC(=O)Oc1ccccc1SC,3.0,inactive,0,3,2.7239000000000013,196.271,0,Pass,26.3,3,pass,0.4221862754895875
CHEMBL145626,CC(=O)Oc1ccccc1SCCCOc1ccccc1,3.0,inactive,0,4,4.173100000000003,302.3949999999999,0,Pass,35.53,7,pass,0.3326573138436103
CHEMBL145412,CCCC#CCCSc1ccccc1OC(C)=O,5.187086643357144,intermediate,0,3,3.8976000000000024,262.374,0,Pass,26.3,5,pass,0.26458117301074685
CHEMBL417452,C[C@@H](C(=O)O)c1ccc(C[C@H]2CCC[C@@H]2O)cc1,4.0,inactive,2,2,2.5782000000000007,248.32199999999995,0,Pass,57.53,4,pass,0.8606604129123266
CHEMBL356093,CC(=O)Oc1ccccc1SC1CCCCC1,4.3979400086720375,inactive,0,3,4.036700000000003,250.36299999999991,0,Pass,26.3,3,pass,0.5980398885331314
CHEMBL92485,CC1(C)C(=O)C(c2ccc(S(C)(=O)=O)cc2)=C1c1ccccc1,7.017728766960431,active,0,3,3.6098000000000026,326.41700000000003,0,Pass,51.21,3,pass,0.8655834351686253
CHEMBL285975,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1Cc1ccc(Cl)cc1,6.187086643357144,active,0,5,3.533100000000002,377.84900000000005,0,Pass,65.37,4,pass,0.6522090141212133
CHEMBL285975,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1Cc1ccc(Cl)cc1,5.366531544420414,intermediate,0,5,3.533100000000002,377.84900000000005,0,Pass,65.37,4,pass,0.6522090141212133
CHEMBL145646,CCCCCCCOc1ccccc1OC(C)=O,4.3979400086720375,inactive,0,3,3.9611000000000027,250.338,0,Pass,35.53,8,pass,0.39776371498242374
CHEMBL145071,CC(=O)Oc1ccccc1SCCCCCC(=O)O,4.301029995663981,inactive,1,4,3.349000000000001,282.36099999999993,0,Pass,63.60000000000001,8,pass,0.3426995228857433
CHEMBL144232,CC#CCSc1ccccc1OC(C)=O,4.698970004336019,inactive,0,3,2.7273000000000005,220.29299999999998,0,Pass,26.3,3,pass,0.33892854284652063
CHEMBL282177,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1C(=O)c1ccc([N+](=O)[O-])cc1,4.698970004336019,inactive,0,8,2.4281000000000006,402.3840000000001,0,Pass,125.58000000000001,4,pass,0.3725842118593579
CHEMBL145727,CCC#CCSc1ccccc1OC(C)=O,5.301029995663981,intermediate,0,3,3.1174000000000017,234.32,0,Pass,26.3,3,pass,0.34773351048280976
CHEMBL90988,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)C23CCCC3)cc1,7.920818753952375,active,0,3,4.144000000000004,352.4550000000002,0,Pass,51.21,3,pass,0.8339177108162503
CHEMBL18264,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(F)c3)C(=O)OC2)cc1,6.638272163982407,active,0,4,2.8359000000000005,350.3420000000001,0,Pass,60.44,3,pass,0.7989347522249427
CHEMBL18264,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(F)c3)C(=O)OC2)cc1,6.318758762624412,active,0,4,2.8359000000000005,350.3420000000001,0,Pass,60.44,3,pass,0.7989347522249427
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,6.136677139879544,active,1,4,3.9273200000000026,357.793,0,Pass,68.53,4,pass,0.7678065120522066
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,6.356547323513812,active,1,4,3.9273200000000026,357.793,0,Pass,68.53,4,pass,0.7678065120522066
CHEMBL146005,CC(=O)OCCCCCSc1ccccc1OC(C)=O,4.301029995663981,inactive,0,5,3.437400000000002,296.3880000000001,0,Pass,52.6,8,pass,0.31822005286777166
CHEMBL143113,C#CCSc1ccccc1OC(C)=O,4.6020599913279625,inactive,0,3,2.3372,206.26599999999996,0,Pass,26.3,3,pass,0.3284603790996178
CHEMBL18883,C[C@@H](C(=O)O)c1ccc(C[C@@H]2CCC[C@H]2O)cc1,4.0,inactive,2,2,2.5782000000000007,248.32199999999995,0,Pass,57.53,4,pass,0.8606604129123266
CHEMBL18883,C[C@@H](C(=O)O)c1ccc(C[C@@H]2CCC[C@H]2O)cc1,4.481486060122112,inactive,2,2,2.5782000000000007,248.32199999999995,0,Pass,57.53,4,pass,0.8606604129123266
CHEMBL145247,CCCCOCCSc1ccccc1OC(C)=O,5.154901959985743,intermediate,0,4,3.5207000000000024,268.378,0,Pass,35.53,8,pass,0.3126434333688673
CHEMBL144515,CCCCC#CC(C)Sc1ccccc1OC(C)=O,5.154901959985743,intermediate,0,3,4.286100000000004,276.401,0,Pass,26.3,5,pass,0.2637883380404594
CHEMBL143340,CCCCC#CCOc1ccccc1OC(C)=O,4.3979400086720375,inactive,0,3,3.184300000000002,246.30599999999998,0,Pass,35.53,5,pass,0.34625828295216854
CHEMBL282643,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1Cc1ccc(Br)cc1,5.429457060118103,intermediate,0,5,3.6422000000000025,422.30000000000007,0,Pass,65.37,4,pass,0.6026152811615257
